comment,label,df,cleaned
පිරිසක්ම ගෑනියෙක් අවජාතක ගෑනියෙක්,1,B,පිරිසක් ගෑනි අවජාතක ගෑනි
පිසු ගොනො උබ ඉන්එකේට්ට කියලා පුකේඅැරගනින්,1,B,පිසු ගොනො උබ ඉන්එකේට් කියලා පුකේඅැරගන
පිසුද ගොන් ගැනියේ උබට.....,1,B,පිසුද ගොන් ගැනියෙ උබට
පිස්සා ..බුරැවා.,1,B,පිස්ස බුරැ
පිස්සියක් නෙවයි පිස්සු හු#තියක්.,1,B,පිස්සි නෙවයි පිස්ස හු තියක්
පිස්සු,0,B,පිස්ස
පිස්සු,1,B,පිස්ස
පිස්සු උත්තියේක්ද කොයිද .උබලා ඔයේම ඉටපං .නැත්නම් මෙහෙ රටෙ උන් දායි දන්සල් වගේ පොලිමක් ඔදේ සොරි .,1,B,පිස්ස උත්තියේක් කොයිද උබලා ඔයේම ඉටපං නැත්න මෙහෙ රටෙ උන් දායි දන්සල වගේ පොලි ඔදේ සොරි
පිස්සු කොච්චියේ කියවනවා මෙකිට පිස්සු,1,B,පිස්ස කොච්චි කියව මෙකිට පිස්ස
පිස්සු කොර.. ,0,B,පිස්ස කොර
පිස්සු ගැනියෙක්...,1,B,පිස්ස ගැනි
පිස්සු ගෑනියෙක්,1,B,පිස්ස ගෑනි
පිස්සු ගෑනුන්ට දි බේත් කරන්නෙ නැද්ද අයියෙ...,1,B,පිස්ස ගෑන දි බේත් කර නැද්ද අයියෙ
පිස්සු ගොනාට මොනවද කියන්නේ ,1,B,පිස්ස ගොනාට මොනවද කිය
පිස්සු පකයා.මුන් බය නැතුව මෙ වගෙ බොරු කියන්නෙ කොහොමද?අපෙ ජානාදිපති මෙවා දකින්නෙ නැද්ද,1,B,පිස්ස පකයා මුන් බය නැතුව මෙ වගෙ බොරු කිය කොහොම අපෙ ජානාදිප මෙවා දකි නැද්ද
පිස්සු බැරි,1,B,පිස්ස බැරි
පිස්සු බැල්ලි වගේ දැක්කෙ,1,B,පිස්ස බැල්ලි වගේ දැක්
පිස්සු යකෙක්,1,B,පිස්ස යකෙක්
පිස්සු හැදිල මුඋට,1,B,පිස්ස හැදිල මුඋට
පිස්සු හැදිලා ,1,B,පිස්ස හැද
පිස්සු හැදෙයි ,0,B,පිස්ස හැදෙ
පිස්සු හුත්ති..... ,1,B,පිස්ස හුත්
පිස්සු හුත්තියක්,1,B,පිස්ස හුත්ති
පිස්සු හුත්තියේක් තො මැරිය කෝරියාවේම,1,B,පිස්ස හුත්තියේ තො මැරිය කෝරියාවේ
පිස්සු හුත්තෙක්......,1,B,පිස්ස හුත්ත
පිස්සුද ...,0,B,පිස්සු
"පිස්සුද යකු උබේ හිමිකම් සේරම අවලංගු කරයි,,",0,B,පිස්සු යකු උබේ හිමික සේරම අවලංග කරයි
පිස්සුද හුත්තෝ,1,B,පිස්සු හුත්ත
පිස්සෙක්,1,B,පිස්ස
පිස්සෙක්...,1,B,පිස්ස
පිස්සො කලබල වුනාට දොස්තර කලබල වෙන්නෑ,0,B,පිස්ස කලබල වුනාට දොස්තර කලබල වෙන්නෑ
පිස්සො මුන් කව්ද ආරක්ෂා කලේ,1,B,පිස්ස මුන් කව්ද ආරක්ෂ කලේ
පිස්සොන්ට කියලා වඩක් නැ,0,B,පිස්සො කියලා වඩක් නැ
පිස්සෝ කලබල කරාට දොස්තරල කලබල නෑ. බල්ලෙක් බිරුවට කවුද ගණන් ගන්නේ.,1,B,පිස්ස කලබල කරාට දොස්තර කලබල නෑ බල්ල බිරු කවුද ගණන් ගන්නේ
පීඩනේ වැඩි කමට වෙන්නත් පුළුවන් ,0,B,පීඩනේ වැඩි කමට වෙන්න පුළු
පීතූ පාදං නමාමි,0,B,පීතූ පාදං නමාමි
පීසා කුලුන හමු උනා....හරිම ලස්සනයිනෙ මම පුදුම උනා....,0,B,පීසා කුලුන හමු උනා හරිම ලස්සනයින මම පුදුම උනා
පීස් මගෙ කටට ගන්න ,1,B,පීස් මගෙ කටට ගන්න
පු###$දියන් ඉතාලියට පට්ට වේසි තොට කියන්න වෙන වචන නැ,1,B,පු දියන් ඉතාලි පට්ට වේසි තොට කිය වෙන වචන නැ
පුක අමාරුවට දරුවො 5 ක් හදාගෙන රජයට කන්ඩ දෙන්න කියනවා ඇති පරට්ට බැල්ලි,1,B,පුක අමාරු දරුවො ක් හදාගෙ රජයට කන්ඩ දෙන්න කිය ඇති පරට්ට බැල්ලි
පුක කසා ගන්න නියපොත්තක් නැතුව හිටිය උන් ගියාම උඩින් යන්නෙ. එහෙ උන්ගේ පුක හෝදලා මෙහෙ ඉන්නේ කම්පැනිවල වැඩ කරපු උන් වගේ. අනේ තොගේ ළමයිවත් තියාගෙන එහෙම ඉදපිය. ඇයි උඹ ලංකාවට අවොත් අපේ රට දියුණු වෙනවද. අනේ පලයන් ගෑනියේ. උඹ කියන කතාවලට මගෙ පුක තවම හිනා වෙනවා. මේ සරු පොලවේ උඹව වැලලුවොත් මේ පොලවත් ඉවරයි. ආයේ මේ පොළවේ කිසිමදෙයක් අස් වද්දන්නති බැහැ. ඒ හින්දා එහෙටම වෙලා ඉදපන්. ,1,B,පුක කසා ගන්න නියපොත්ත නැතුව හිටිය උන් ගියාම උඩින් යන්නෙ එහෙ උන්ගේ පුක හෝදලා මෙහෙ ඉන්නේ කම්පැනි වැඩ කරපු උන් වගේ අනේ තොගේ ළමයි තියාගෙ එහෙම ඉදපිය ඇයි උඹ ලංකා අවොත් අපේ රට දිය වෙනවද අනේ පලයන් ගෑනි උඹ කියන කතා මගෙ පුක තවම හිනා වෙනවා මේ සරු පොලවේ උඹව වැලල මේ පොල ඉවරයි ආයේ මේ පොළවේ කිසිමදෙ අස් වද්දන්න බැහැ ඒ හින්ද එහෙටම වෙලා ඉදපන්
